Season,Game_ID,Game_Date,Team,Location,Wins_Entering_Gm,Losses_Entering_Gm,Team_Minutes,Final_Score,Lead_Changes,Ties,Largest_Lead,Full_Timeouts,Short_Timeouts,Qtr_4_Score,L2M_Score,Social Following (Combined Facebook and Twitter,Combined Social Following,Even Combined Social Followings (Missing first)
2016-17,21600504,12/31/2016,HOU,H,25,9,240,129,1,0,19,5,0,99,121,4.95,12.56,22.22
2016-17,21600504,12/31/2016,NYK,A,16,16,240,122,0,0,11,5,1,92,113,7.61,16.21,4.29
2016-17,21600505,12/31/2016,CLE,A,24,7,240,121,3,1,19,4,1,99,119,8.6,10.91,24.86
2016-17,21600505,12/31/2016,CHA,H,19,14,240,109,2,4,2,6,0,82,104,2.31,4.77,33.18
2016-17,21600506,12/31/2016,PHX,A,10,23,240,86,10,6,3,5,2,71,84,2.46,4.12,12.38
2016-17,21600506,12/31/2016,UTA,H,20,13,240,91,10,2,9,5,2,76,87,1.66,6.48,5
2016-17,21600507,12/31/2016,LAC,A,22,13,,,,,,,,,,4.82,12.9,7.02
2016-17,21600507,12/31/2016,OKC,H,20,13,,,,,,,,,,8.08,10.32,12.02
2016-17,21600508,1/1/2017,ATL,H,17,16,265,114,5,11,9,5,2,69,93,2.24,11.45,12.63
2016-17,21600508,1/1/2017,SAS,A,27,6,265,112,4,4,10,7,2,74,98,9.21,29.18,11.38
2016-17,21600509,1/1/2017,MIA,H,10,24,,,,,,,,,,19.97,22.5,5.03
2016-17,21600509,1/1/2017,DET,A,15,20,,,,,,,,,,2.53,6.77,7.53
2016-17,21600510,1/1/2017,ORL,A,15,19,240,104,1,1,4,4,2,73,100,4.24,8.44,17.92
2016-17,21600510,1/1/2017,IND,H,16,18,240,117,1,0,20,4,1,89,113,4.2,6.65,8.11
2016-17,21600511,1/1/2017,MIN,H,11,22,,,,,,,,,,2.45,5.62,24.47
2016-17,21600511,1/1/2017,POR,A,14,21,,,,,,,,,,3.17,30.99,14.55
2016-17,21600512,1/1/2017,LAL,H,12,24,240,114,4,4,12,5,1,83,106,27.82,31.2,5.91
2016-17,21600512,1/1/2017,TOR,A,22,10,240,123,4,4,19,4,1,85,116,3.38,5.43,7.61
2016-17,21600513,1/2/2017,MIL,H,16,16,240,98,4,3,7,4,1,79,94,2.05,11.3,22.42
2016-17,21600513,1/2/2017,OKC,A,21,13,240,94,3,5,15,5,3,72,92,9.25,19.51,6.84
2016-17,21600514,1/2/2017,CLE,H,25,7,240,90,8,7,8,5,0,67,88,10.26,12.51,29.87
2016-17,21600514,1/2/2017,NOP,A,14,21,240,82,7,0,10,5,0,69,82,2.25,5.78,11.65
2016-17,21600515,1/2/2017,BKN,H,8,24,240,89,5,3,9,5,0,70,87,3.53,5.29,5.67
2016-17,21600515,1/2/2017,UTA,A,21,13,240,101,6,4,13,5,0,70,95,1.76,9.61,4.56
2016-17,21600516,1/2/2017,NYK,H,16,17,240,103,3,2,1,4,1,80,96,7.85,12.09,15.23
2016-17,21600516,1/2/2017,ORL,A,15,20,240,115,3,0,18,4,1,92,111,4.24,26.57,24.09
2016-17,21600517,1/2/2017,CHI,H,16,18,240,118,6,4,7,4,2,82,105,22.33,24.75,11.74
2016-17,21600517,1/2/2017,CHA,A,19,15,240,111,6,7,8,5,3,85,104,2.42,7.78,7.92
2016-17,21600518,1/2/2017,HOU,H,26,9,240,101,1,1,10,4,1,78,94,5.36,7.5,15.73
2016-17,21600518,1/2/2017,WAS,A,16,16,240,91,0,1,15,5,0,70,86,2.14,7.11,9.24
2016-17,21600519,1/2/2017,LAC,H,22,14,240,109,0,0,19,6,1,89,104,4.97,7.57,13.42
2016-17,21600519,1/2/2017,PHX,A,10,24,240,98,0,5,0,5,1,76,93,2.6,5.16,5.13
2016-17,21600520,1/2/2017,DEN,A,14,19,240,119,5,4,5,6,1,85,113,2.56,16.24,4.7
2016-17,21600520,1/2/2017,GSW,H,29,5,240,127,6,3,15,3,2,94,121,13.68,16.13,7.58
2016-17,21600521,1/3/2017,MIN,A,11,23,,,,,,,,,,2.45,4.85,23.14
2016-17,21600521,1/3/2017,PHI,H,8,24,,,,,,,,,,2.4,13.42,11.61
2016-17,21600522,1/3/2017,BOS,H,20,14,240,115,2,1,17,4,0,85,111,11.02,12.78,38.08
2016-17,21600522,1/3/2017,UTA,A,22,13,240,104,2,3,1,5,0,74,99,1.76,5.96,4.92
2016-17,21600523,1/3/2017,IND,A,17,18,240,121,3,5,15,5,1,92,117,4.2,6.73,6.64
2016-17,21600523,1/3/2017,DET,H,16,20,240,116,2,2,3,5,2,92,104,2.53,8.24,5.96
2016-17,21600524,1/3/2017,DAL,H,10,24,240,113,7,3,11,3,1,87,110,5.71,7.85,13.16
2016-17,21600524,1/3/2017,WAS,A,16,17,240,105,7,7,9,6,0,88,105,2.14,11.35,7.92
2016-17,21600525,1/3/2017,SAS,H,27,7,240,110,1,1,34,4,0,88,106,9.21,12.59,22.93
2016-17,21600525,1/3/2017,TOR,A,23,10,240,82,0,0,2,4,1,58,80,3.38,5.94,12.82
2016-17,21600526,1/3/2017,DEN,H,14,20,240,113,5,1,6,4,2,88,108,2.56,4.96,25.71
2016-17,21600526,1/3/2017,SAC,A,14,19,240,120,5,4,16,4,0,94,116,2.4,22.37,6.06
2016-17,21600527,1/3/2017,MIA,A,10,25,240,90,1,1,9,5,1,66,84,19.97,22.57,22.57
2016-17,21600527,1/3/2017,PHX,H,10,25,240,99,2,2,19,4,1,83,94,2.6,30.42,4.78
2016-17,21600528,1/3/2017,LAL,H,12,25,240,116,6,0,19,3,0,91,109,27.82,30.35,19.39
2016-17,21600528,1/3/2017,MEM,A,22,14,240,102,6,2,4,5,1,77,96,2.53,11.78,11.66
2016-17,21600529,1/4/2017,OKC,A,21,14,240,112,3,4,5,5,2,88,104,9.25,11.67,5.22
2016-17,21600529,1/4/2017,CHA,H,19,16,240,123,4,5,11,3,2,87,112,2.42,4.92,32.79
2016-17,21600530,1/4/2017,ATL,A,18,16,240,111,1,0,20,4,1,78,106,2.5,6.74,6.66
2016-17,21600530,1/4/2017,ORL,H,16,20,240,92,1,3,5,5,2,65,89,4.24,6.29,15.22
2016-17,21600531,1/4/2017,MIL,A,17,16,240,105,7,0,4,6,0,73,101,2.05,9.9,24.86
2016-17,21600531,1/4/2017,NYK,H,16,18,240,104,6,11,16,4,1,87,104,7.85,18.11,11.65
2016-17,21600532,1/4/2017,CLE,H,26,7,240,94,1,1,13,5,0,74,92,10.26,32.59,4.64
2016-17,21600532,1/4/2017,CHI,A,17,18,240,106,2,1,17,4,0,83,102,22.33,27.3,12.82
2016-17,21600533,1/4/2017,LAC,H,23,14,240,115,5,1,10,5,2,89,102,4.97,7.5,4.45
2016-17,21600533,1/4/2017,MEM,A,22,15,240,106,5,6,13,6,2,85,98,2.53,16.21,9.61
2016-17,21600534,1/4/2017,GSW,H,30,5,240,125,3,3,13,4,3,99,123,13.68,16.85,6.13
2016-17,21600534,1/4/2017,POR,A,15,21,240,117,3,2,8,6,1,92,110,3.17,23.14,23.35
2016-17,21600535,1/4/2017,MIA,A,10,26,,,,,,,,,,19.97,22.37,10.68
2016-17,21600535,1/4/2017,SAC,H,15,19,,,,,,,,,,2.4,5.93,11.74
2016-17,21600536,1/5/2017,BKN,A,8,25,240,109,2,3,2,4,1,84,106,3.53,7.73,11.02
2016-17,21600536,1/5/2017,IND,H,18,18,240,121,2,1,22,4,1,97,119,4.2,7.58,5.67
2016-17,21600537,1/5/2017,TOR,H,23,11,240,101,1,7,8,5,1,71,94,3.38,5.14,12.68
2016-17,21600537,1/5/2017,UTA,A,22,14,240,93,0,0,11,6,1,73,93,1.76,4.29,6.77
2016-17,21600538,1/5/2017,DET,H,16,21,240,115,0,0,19,5,2,85,108,2.53,4.95,6.76
2016-17,21600538,1/5/2017,CHA,A,20,16,240,114,0,2,0,5,3,70,101,2.42,4.92,13.62
2016-17,21600539,1/5/2017,ATL,A,19,16,,,,,,,,,,2.5,4.75,24.73
2016-17,21600539,1/5/2017,NOP,H,14,22,,,,,,,,,,2.25,7.61,4.55
2016-17,21600540,1/5/2017,HOU,H,27,9,240,118,2,4,18,5,2,97,114,5.36,14.61,7.61
2016-17,21600540,1/5/2017,OKC,A,21,15,240,116,1,1,14,5,2,83,113,9.25,14.96,30.27
2016-17,21600541,1/5/2017,DAL,H,11,24,,,,,,,,,,5.71,8.31,16.08
2016-17,21600541,1/5/2017,PHX,A,11,25,,,,,,,,,,2.6,30.42,6.73
2016-17,21600542,1/5/2017,LAL,A,13,25,240,109,7,3,14,5,1,84,104,27.82,30.99,12.4
2016-17,21600542,1/5/2017,POR,H,15,22,240,118,7,3,9,5,1,84,109,3.17,5.73,9.09
2016-17,21600543,1/5/2017,DEN,H,14,21,240,99,4,2,6,5,1,77,96,2.56,11.77,17.06
2016-17,21600543,1/5/2017,SAS,A,28,7,240,127,4,5,31,5,0,90,120,9.21,11.66,5.62
2016-17,21600544,1/6/2017,MIN,A,11,24,240,105,5,8,5,6,1,85,101,2.45,4.59,5.02
2016-17,21600544,1/6/2017,WAS,H,16,18,240,112,5,2,14,3,1,80,103,2.14,7.5,6.03
2016-17,21600545,1/6/2017,HOU,A,28,9,240,100,7,5,8,3,0,79,99,5.36,9.6,7.37
2016-17,21600545,1/6/2017,ORL,H,16,21,240,93,7,4,10,6,1,75,93,4.24,15.26,24.38
2016-17,21600546,1/6/2017,BOS,H,21,14,240,110,4,6,6,5,2,78,103,11.02,13.42,14.61
2016-17,21600546,1/6/2017,PHI,A,9,24,240,106,3,5,14,5,3,80,99,2.4,12.66,6.6
2016-17,21600547,1/6/2017,CLE,A,26,8,240,116,5,2,24,5,0,86,109,10.26,13.79,30.99
2016-17,21600547,1/6/2017,BKN,H,8,26,240,108,4,2,4,5,2,68,101,3.53,5.58,16.21
2016-17,21600548,1/6/2017,MIL,H,18,16,240,111,3,2,18,5,1,96,111,2.05,9.9,4.81
2016-17,21600548,1/6/2017,NYK,A,16,19,240,116,3,3,9,4,0,83,108,7.85,35.67,30.99
2016-17,21600549,1/6/2017,LAL,H,13,26,240,127,3,2,27,3,1,90,122,27.82,47.79,7.62
2016-17,21600549,1/6/2017,MIA,A,11,26,240,100,3,2,1,5,1,79,98,19.97,33.65,10.38
2016-17,21600550,1/6/2017,GSW,H,31,5,265,119,0,0,24,8,1,98,108,13.68,16.21,19.47
2016-17,21600550,1/6/2017,MEM,A,22,16,265,128,1,4,9,5,2,79,107,2.53,7.5,14.96
2016-17,21600551,1/6/2017,LAC,A,24,14,240,106,1,1,14,4,2,75,99,4.97,7.37,4.93
2016-17,21600551,1/6/2017,SAC,H,15,20,240,98,0,1,14,5,1,73,93,2.4,10.25,4.01
2016-17,21600552,1/7/2017,NYK,A,17,19,,,,,,,,,,7.85,12.05,4.47
2016-17,21600552,1/7/2017,IND,H,19,18,,,,,,,,,,4.2,15.22,6.65
2016-17,21600553,1/7/2017,BOS,H,22,14,240,117,1,2,20,4,0,93,115,11.02,13.27,5.93
2016-17,21600553,1/7/2017,NOP,A,14,23,240,108,0,0,10,4,3,73,104,2.25,24.58,5.1
2016-17,21600554,1/7/2017,CHI,H,18,18,265,123,8,4,5,5,2,74,104,22.33,25.71,22.5
2016-17,21600554,1/7/2017,TOR,A,24,11,265,118,8,8,19,8,1,86,101,3.38,5.94,19.04
2016-17,21600555,1/7/2017,DEN,A,14,22,240,106,3,7,6,4,1,80,104,2.56,11.81,5.73
2016-17,21600555,1/7/2017,OKC,H,21,16,240,121,4,3,18,4,0,88,119,9.25,11.7,29.96
2016-17,21600556,1/7/2017,MIN,H,11,25,240,92,6,6,13,5,3,80,92,2.45,4.21,4.9
2016-17,21600556,1/7/2017,UTA,A,22,15,240,94,6,6,5,5,0,69,87,1.76,4.26,13.49
2016-17,21600557,1/7/2017,ATL,A,20,16,240,97,3,3,15,3,2,66,92,2.5,8.21,13.07
2016-17,21600557,1/7/2017,DAL,H,11,25,240,82,2,3,8,6,2,59,79,5.71,14.92,5.8
2016-17,21600558,1/7/2017,SAS,H,29,7,240,102,10,9,22,4,2,73,102,9.21,11.63,27.82
2016-17,21600558,1/7/2017,CHA,A,20,17,240,85,10,4,5,4,1,64,80,2.42,5.59,6.73
2016-17,21600559,1/8/2017,POR,H,16,22,290,124,7,8,10,7,4,87,100,3.17,5.7,7.96
2016-17,21600559,1/8/2017,DET,A,17,21,290,125,7,3,8,9,1,80,104,2.53,6.06,22.89
2016-17,21600560,1/8/2017,BKN,H,8,27,240,95,2,2,11,5,0,73,87,3.53,5.93,7.11
2016-17,21600560,1/8/2017,PHI,A,9,25,240,105,3,2,14,5,2,78,98,2.4,7.37,4.16
2016-17,21600561,1/8/2017,LAC,H,25,14,240,98,2,2,24,4,0,80,98,4.97,24.94,6.06
2016-17,21600561,1/8/2017,MIA,A,11,27,240,86,1,1,3,4,1,66,82,19.97,22.02,32.59
2016-17,21600562,1/8/2017,MIL,H,18,17,240,101,6,0,12,5,1,78,97,2.05,4.19,30.27
2016-17,21600562,1/8/2017,WAS,A,17,18,240,107,6,3,9,5,1,82,102,2.14,7.5,7.57
2016-17,21600563,1/8/2017,HOU,A,29,9,240,129,5,4,12,4,2,95,122,5.36,8.74,8.53
2016-17,21600563,1/8/2017,TOR,H,24,12,240,122,4,2,13,5,2,99,114,3.38,5.14,7.58
2016-17,21600564,1/8/2017,UTA,A,23,15,,,,,,,,,,1.76,4.29,4.98
2016-17,21600564,1/8/2017,MEM,H,23,16,,,,,,,,,,2.53,12.79,12.66
2016-17,21600565,1/8/2017,CLE,A,27,8,240,120,5,3,22,5,1,93,115,10.26,12.86,15.26
2016-17,21600565,1/8/2017,PHX,H,12,25,240,116,4,2,5,5,2,90,109,2.6,16.28,4.58
2016-17,21600566,1/8/2017,GSW,A,31,6,240,117,1,2,17,4,1,90,109,13.68,16.08,8.24
2016-17,21600566,1/8/2017,SAC,H,15,21,240,106,0,0,16,4,1,80,95,2.4,30.22,4.65
2016-17,21600567,1/8/2017,LAL,H,14,26,240,111,1,3,18,5,1,81,105,27.82,32.06,27.82
2016-17,21600567,1/8/2017,ORL,A,16,22,240,95,0,2,2,4,3,69,93,4.24,6.49,3.9
2016-17,21600568,1/9/2017,NOP,A,14,24,240,110,6,1,29,4,0,91,108,2.25,10.1,18.46
2016-17,21600568,1/9/2017,NYK,H,17,20,240,96,5,0,7,4,1,66,91,7.85,30.18,19.04
2016-17,21600569,1/9/2017,CHI,H,19,18,240,94,0,2,2,4,2,67,92,22.33,31.58,32.79
2016-17,21600569,1/9/2017,OKC,A,22,16,240,109,1,1,25,4,0,89,105,9.25,14.96,24.83
2016-17,21600570,1/9/2017,DAL,A,11,26,240,92,0,0,2,6,2,70,83,5.71,8.16,7.77
2016-17,21600570,1/9/2017,MIN,H,11,26,240,101,1,0,21,4,0,77,97,2.45,24.78,4.85
2016-17,21600571,1/10/2017,CHI,A,19,19,240,99,4,4,18,5,3,77,95,22.33,24.47,5.77
2016-17,21600571,1/10/2017,WAS,H,18,18,240,101,4,1,7,6,2,81,95,2.14,13.16,11.67
2016-17,21600572,1/10/2017,BOS,A,23,14,240,106,5,2,16,5,2,84,104,11.02,14.4,30.35
2016-17,21600572,1/10/2017,TOR,H,24,13,240,114,5,5,8,4,3,80,106,3.38,5.88,7.76
2016-17,21600573,1/10/2017,ATL,A,21,16,240,117,0,0,27,4,0,86,113,2.5,6.03,18.87
2016-17,21600573,1/10/2017,BKN,H,8,28,240,97,0,0,0,5,2,70,86,3.53,8.89,24.58
2016-17,21600574,1/10/2017,HOU,H,30,9,240,121,2,0,23,4,1,96,113,5.36,7.78,5.78
2016-17,21600574,1/10/2017,CHA,A,20,18,240,114,2,0,1,5,2,79,111,2.42,4.47,6.03
2016-17,21600575,1/10/2017,MIL,A,18,18,240,109,4,5,4,5,2,83,105,2.05,11.26,22.53
2016-17,21600575,1/10/2017,SAS,H,30,7,240,107,3,0,13,6,1,89,101,9.21,19.47,14.46
2016-17,21600576,1/10/2017,CLE,A,28,8,240,92,3,1,6,4,1,66,90,10.26,12.02,10.97
2016-17,21600576,1/10/2017,UTA,H,23,16,240,100,4,3,16,4,1,75,99,1.76,29.58,15.82
2016-17,21600577,1/10/2017,LAL,H,15,26,240,87,6,2,8,4,2,69,83,27.82,30.99,7.96
2016-17,21600577,1/10/2017,POR,A,16,23,240,108,6,2,23,4,1,78,103,3.17,16.85,5.62
2016-17,21600578,1/10/2017,GSW,H,32,6,240,107,2,4,17,4,1,79,98,13.68,33.65,5.93
2016-17,21600578,1/10/2017,MIA,A,11,28,240,95,2,1,10,5,2,68,89,19.97,22.37,4.56
2016-17,21600579,1/10/2017,SAC,H,15,22,240,100,3,4,6,4,0,68,92,2.4,4.93,14.5
2016-17,21600579,1/10/2017,DET,A,18,21,240,94,3,3,18,6,1,77,92,2.53,10.38,7.58
2016-17,21600580,1/11/2017,NYK,A,17,21,240,97,7,2,17,5,1,75,93,7.85,10.25,4.81
2016-17,21600580,1/11/2017,PHI,H,10,25,240,98,7,5,6,4,3,71,86,2.4,11.65,11.3
2016-17,21600581,1/11/2017,OKC,H,23,16,,,,,,,,,,9.25,11.78,30.18
2016-17,21600581,1/11/2017,MEM,A,24,16,,,,,,,,,,2.53,7.89,11.74
2016-17,21600582,1/11/2017,HOU,A,31,9,240,105,4,2,3,4,0,77,102,5.36,7.81,16.13
2016-17,21600582,1/11/2017,MIN,H,12,26,240,119,4,3,21,4,1,89,117,2.45,13.47,8.11
2016-17,21600583,1/11/2017,BOS,H,23,15,240,117,6,6,12,4,1,83,111,11.02,13.16,4.93
2016-17,21600583,1/11/2017,WAS,A,19,18,240,108,6,1,10,6,0,85,99,2.14,7.11,22.39
2016-17,21600584,1/11/2017,LAC,H,26,14,240,105,6,2,9,5,0,73,98,4.97,9.21,5.91
2016-17,21600584,1/11/2017,ORL,A,16,23,240,96,6,2,7,5,3,75,92,4.24,14.5,11.78
2016-17,21600585,1/11/2017,CLE,A,28,9,,,,,,,,,,10.26,13.43,7.92
2016-17,21600585,1/11/2017,POR,H,17,23,,,,,,,,,,3.17,5.42,21.28
2016-17,21600586,1/12/2017,NOP,A,15,24,,,,,,,,,,2.25,5.78,37.03
2016-17,21600586,1/12/2017,BKN,H,8,29,,,,,,,,,,3.53,25.86,16.28
2016-17,21600587,1/12/2017,CHI,A,19,20,240,89,3,4,3,5,1,65,87,22.33,30.18,10.68
2016-17,21600587,1/12/2017,NYK,H,17,22,240,104,3,1,15,4,1,76,96,7.85,35.67,24.73
2016-17,21600588,1/12/2017,LAL,A,15,27,240,94,0,1,0,4,2,75,90,27.82,37.03,7.77
2016-17,21600588,1/12/2017,SAS,H,30,8,240,134,0,0,42,4,0,106,130,9.21,11.77,6.25
2016-17,21600589,1/12/2017,DEN,H,14,23,240,140,1,0,34,4,1,106,132,2.56,6.76,9.99
2016-17,21600589,1/12/2017,IND,A,20,18,240,112,1,0,1,4,2,76,102,4.2,17.88,13.52
2016-17,21600590,1/12/2017,GSW,H,33,6,240,127,11,4,26,4,0,101,124,13.68,16.21,5.62
2016-17,21600590,1/12/2017,DET,A,18,22,240,107,10,7,3,5,2,77,102,2.53,8.24,12.76
2016-17,21600591,1/12/2017,DAL,A,11,27,,,,,,,,,,5.71,8.31,23.35
2016-17,21600591,1/12/2017,PHX,H,12,26,,,,,,,,,,2.6,6.13,10.38
2016-17,21600592,1/13/2017,BKN,A,8,30,240,113,8,7,6,4,2,89,108,3.53,6.91,7.89
2016-17,21600592,1/13/2017,TOR,H,25,13,240,132,8,4,22,4,0,90,127,3.38,5.78,14.92
2016-17,21600593,1/13/2017,PHI,H,11,25,,,,,,,,,,2.4,4.82,4.81
2016-17,21600593,1/13/2017,CHA,A,20,19,,,,,,,,,,2.42,22.39,4.21
2016-17,21600594,1/13/2017,MIA,A,11,29,,,,,,,,,,19.97,22.02,11.85
2016-17,21600594,1/13/2017,MIL,H,19,18,,,,,,,,,,2.05,7.41,30.22
2016-17,21600595,1/13/2017,HOU,H,31,10,240,105,2,3,16,6,1,85,101,5.36,7.89,25.86
2016-17,21600595,1/13/2017,MEM,A,24,17,240,110,2,2,7,4,3,83,105,2.53,4.98,13.44
2016-17,21600596,1/13/2017,MIN,H,13,26,240,96,2,5,14,3,0,74,92,2.45,11.7,8.44
2016-17,21600596,1/13/2017,OKC,A,24,16,240,86,2,4,6,6,1,68,81,9.25,11.75,4.45
2016-17,21600597,1/13/2017,ATL,H,22,16,240,101,1,2,4,5,3,65,92,2.5,13.52,22.11
2016-17,21600597,1/13/2017,BOS,A,24,15,240,103,2,1,20,4,0,78,94,11.02,15.26,14.18
2016-17,21600598,1/13/2017,ORL,A,16,24,240,115,3,4,17,5,3,82,103,4.24,7.41,4.93
2016-17,21600598,1/13/2017,POR,H,18,23,240,109,3,1,5,5,3,78,100,3.17,13.43,15.93
2016-17,21600599,1/13/2017,CLE,A,28,10,240,120,1,0,24,4,0,84,114,10.26,12.66,11.23
2016-17,21600599,1/13/2017,SAC,H,16,22,240,108,0,1,3,5,1,74,104,2.4,4.16,12.76
2016-17,21600600,1/13/2017,UTA,H,24,16,,,,,,,,,,1.76,4.29,11.81
2016-17,21600600,1/13/2017,DET,A,18,23,,,,,,,,,,2.53,7.5,8.31
2016-17,21600601,1/14/2017,LAC,H,27,14,240,113,0,0,22,4,0,84,110,4.97,32.79,7.76
2016-17,21600601,1/14/2017,LAL,A,15,28,240,97,0,1,0,4,1,68,93,27.82,30.07,5.06
2016-17,21600602,1/14/2017,NOP,A,16,24,240,99,1,0,2,5,2,71,93,2.25,24.58,30.27
2016-17,21600602,1/14/2017,CHI,H,19,21,240,107,2,1,15,4,0,77,102,22.33,24.73,6.6
2016-17,21600603,1/14/2017,PHI,A,12,25,,,,,,,,,,2.4,4.54,14.55
2016-17,21600603,1/14/2017,WAS,H,19,19,,,,,,,,,,2.14,6.38,30.23
2016-17,21600604,1/14/2017,ORL,A,17,24,240,107,2,6,15,5,3,83,102,4.24,6,26.57
2016-17,21600604,1/14/2017,UTA,H,25,16,240,114,3,8,9,5,1,84,106,1.76,4.36,4.47
2016-17,21600605,1/14/2017,PHX,H,12,27,240,108,5,4,8,5,1,80,100,2.6,11.81,4.67
2016-17,21600605,1/14/2017,SAS,A,31,8,240,105,4,6,11,4,3,85,100,9.21,17.06,12.38
2016-17,21600606,1/15/2017,NYK,A,18,22,240,101,1,5,3,5,2,62,95,7.85,11.23,10.33
2016-17,21600606,1/15/2017,TOR,H,26,13,240,116,2,2,38,4,1,96,112,3.38,5.88,15.44
2016-17,21600607,1/15/2017,ATL,H,22,17,,,,,,,,,,2.5,4.55,4.92
2016-17,21600607,1/15/2017,MIL,A,20,18,,,,,,,,,,2.05,7.76,11.7
2016-17,21600608,1/15/2017,DAL,H,12,27,240,98,1,6,17,4,1,79,98,5.71,8.16,8.27
2016-17,21600608,1/15/2017,MIN,A,14,26,240,87,0,0,6,4,0,70,83,2.45,7.81,30.07
2016-17,21600609,1/15/2017,HOU,A,31,11,240,137,3,0,31,4,0,104,134,5.36,8.89,5
2016-17,21600609,1/15/2017,BKN,H,8,31,240,112,3,2,2,4,1,90,106,3.53,5.93,6.77
2016-17,21600610,1/15/2017,SAC,H,16,23,,,,,,,,,,2.4,11.65,13.64
2016-17,21600610,1/15/2017,OKC,A,24,17,,,,,,,,,,9.25,31.58,13.07
2016-17,21600611,1/15/2017,CHI,A,20,21,,,,,,,,,,22.33,24.86,10.25
2016-17,21600611,1/15/2017,MEM,H,25,17,,,,,,,,,,2.53,30.35,22.11
2016-17,21600612,1/15/2017,LAL,H,15,29,240,97,6,5,14,5,3,72,94,27.82,30.35,25.86
2016-17,21600612,1/15/2017,DET,A,18,24,240,102,7,2,5,4,1,75,96,2.53,5.03,8.24
2016-17,21600613,1/16/2017,ATL,A,23,17,240,108,11,9,8,5,0,88,103,2.5,10.35,7.81
2016-17,21600613,1/16/2017,NYK,H,18,23,240,107,10,5,6,5,2,83,103,7.85,11.02,11.81
2016-17,21600614,1/16/2017,POR,A,18,24,240,101,0,0,0,4,1,77,97,3.17,5.31,6.7
2016-17,21600614,1/16/2017,WAS,H,20,19,240,120,0,0,30,4,1,101,120,2.14,4.19,10.97
2016-17,21600615,1/16/2017,MIL,H,20,19,240,104,5,7,10,5,1,78,95,2.05,4.45,7.37
2016-17,21600615,1/16/2017,PHI,A,12,26,240,113,6,5,15,4,1,81,108,2.4,4.65,41.5
2016-17,21600616,1/16/2017,NOP,A,16,25,240,95,0,1,2,5,3,70,93,2.25,6.45,5.42
2016-17,21600616,1/16/2017,IND,H,20,19,240,98,1,2,16,5,1,76,96,4.2,6.76,23
2016-17,21600617,1/16/2017,DEN,H,15,23,240,125,1,3,22,4,2,100,121,2.56,6.8,21.59
2016-17,21600617,1/16/2017,ORL,A,17,25,240,112,1,6,2,4,1,83,108,4.24,15.26,5.16
2016-17,21600618,1/16/2017,BOS,H,25,15,,,,,,,,,,11.02,13.44,7.94
2016-17,21600618,1/16/2017,CHA,A,20,20,,,,,,,,,,2.42,12.68,24.72
2016-17,21600619,1/16/2017,CLE,A,29,10,240,91,0,0,0,6,1,71,85,10.26,23.94,4.96
2016-17,21600619,1/16/2017,GSW,H,34,6,240,126,0,0,39,3,1,95,124,13.68,16.28,13.69
2016-17,21600620,1/16/2017,PHX,H,13,27,240,101,5,5,10,5,1,80,99,2.6,4.36,5.01
2016-17,21600620,1/16/2017,UTA,A,26,16,240,106,5,4,8,5,1,79,99,1.76,6.73,8.6
2016-17,21600621,1/16/2017,LAC,H,28,14,240,120,1,0,27,3,1,96,120,4.97,14.22,4.53
2016-17,21600621,1/16/2017,OKC,A,25,17,240,98,0,1,2,6,0,75,93,9.25,12.78,12.59
2016-17,21600622,1/17/2017,BKN,H,8,32,240,109,4,6,6,5,0,85,102,3.53,6.91,6.17
2016-17,21600622,1/17/2017,TOR,A,27,13,240,119,4,4,17,3,0,92,117,3.38,8.74,8.45
2016-17,21600623,1/17/2017,HOU,A,32,11,,,,,,,,,,5.36,25.33,26.29
2016-17,21600623,1/17/2017,MIA,H,11,30,,,,,,,,,,19.97,42.3,17.77
2016-17,21600624,1/17/2017,CHI,H,21,21,240,98,4,6,7,6,1,74,94,22.33,28.04,33.79
2016-17,21600624,1/17/2017,DAL,A,13,27,240,99,5,1,13,5,2,76,95,5.71,8.16,5.25
2016-17,21600625,1/17/2017,MIN,A,14,27,240,114,7,3,8,6,0,90,106,2.45,11.66,7.71
2016-17,21600625,1/17/2017,SAS,H,31,9,240,122,8,4,14,4,0,92,117,9.21,11.77,14.17
2016-17,21600626,1/17/2017,DEN,A,16,23,240,127,3,2,19,5,0,101,120,2.56,30.38,4.91
2016-17,21600626,1/17/2017,LAL,H,15,30,240,121,2,0,2,5,2,84,116,27.82,30.22,13.69
2016-17,21600627,1/18/2017,PHI,H,13,26,240,94,3,4,10,4,1,68,85,2.4,5.78,7.92
2016-17,21600627,1/18/2017,TOR,A,28,13,240,89,3,8,4,5,3,65,84,3.38,5.91,4.44
2016-17,21600628,1/18/2017,MEM,A,25,18,,,,,,,,,,2.53,4.67,8.48
2016-17,21600628,1/18/2017,WAS,H,21,19,,,,,,,,,,2.14,5.31,18.09
2016-17,21600629,1/18/2017,POR,A,18,25,240,85,3,1,7,5,2,72,80,3.17,5.59,31.45
2016-17,21600629,1/18/2017,CHA,H,20,21,240,107,4,0,25,3,1,79,105,2.42,13.44,6.21
2016-17,21600630,1/18/2017,BOS,H,26,15,240,106,2,2,9,4,1,83,102,11.02,18.87,15.81
2016-17,21600630,1/18/2017,NYK,A,18,24,240,117,2,0,14,4,1,88,114,7.85,10.1,24.74
2016-17,21600631,1/18/2017,NOP,H,16,26,,,,,,,,,,2.25,6.49,10.62
